name,common_name
http://bio2rdf.org/drugbank:BE0000535,Carbonic anhydrase 4
http://bio2rdf.org/drugbank:BE0000538,Fibrinogen alpha chain
http://bio2rdf.org/drugbank:BE0000540,Dihydropteridine reductase
http://bio2rdf.org/drugbank:BE0000541,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11
http://bio2rdf.org/drugbank:BE0000542,Glyceraldehyde-3-phosphate dehydrogenase
http://bio2rdf.org/drugbank:BE0000543,"Methionine--tRNA ligase, cytoplasmic"
http://bio2rdf.org/drugbank:BE0000544,"Propionyl-CoA carboxylase beta chain, mitochondrial"
http://bio2rdf.org/drugbank:BE0000545,"Acyl carrier protein, mitochondrial"
http://bio2rdf.org/drugbank:BE0000546,DNA polymerase alpha catalytic subunit
http://bio2rdf.org/drugbank:BE0000550,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2
http://bio2rdf.org/drugbank:BE0000551,NADH-ubiquinone oxidoreductase chain 4
http://bio2rdf.org/drugbank:BE0000553,Calcium-activated potassium channel subunit alpha-1
http://bio2rdf.org/drugbank:BE0000554,Retinal dehydrogenase 1
http://bio2rdf.org/drugbank:BE0000556,Atrial natriuretic peptide receptor 1
http://bio2rdf.org/drugbank:BE0000557,Progesterone receptor
http://bio2rdf.org/drugbank:BE0000558,3-oxoacyl-[acyl-carrier-protein] synthase 3
http://bio2rdf.org/drugbank:BE0000560,Muscarinic acetylcholine receptor M2
http://bio2rdf.org/drugbank:BE0000565,Interleukin-1 receptor type 1
http://bio2rdf.org/drugbank:BE0000567,Guanidinoacetate N-methyltransferase
http://bio2rdf.org/drugbank:BE0000568,Glutamate carboxypeptidase 2
http://bio2rdf.org/drugbank:BE0000569,Cysteine dioxygenase type 1
http://bio2rdf.org/drugbank:BE0000570,11-cis retinol dehydrogenase
http://bio2rdf.org/drugbank:BE0000571,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"
http://bio2rdf.org/drugbank:BE0000572,Alpha-2B adrenergic receptor
http://bio2rdf.org/drugbank:BE0000573,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial"
http://bio2rdf.org/drugbank:BE0000574,3-hydroxy-3-methylglutaryl-coenzyme A reductase
http://bio2rdf.org/drugbank:BE0000575,Alpha-1B adrenergic receptor
http://bio2rdf.org/drugbank:BE0000576,Penicillin-binding protein 1A
http://bio2rdf.org/drugbank:BE0000577,Squalene monooxygenase
http://bio2rdf.org/drugbank:BE0000579,Mitochondrial carnitine/acylcarnitine carrier protein
http://bio2rdf.org/drugbank:BE0000580,NADH-ubiquinone oxidoreductase chain 5
http://bio2rdf.org/drugbank:BE0000581,D(3) dopamine receptor
http://bio2rdf.org/drugbank:BE0000583,Aldehyde dehydrogenase family 1 member A3
http://bio2rdf.org/drugbank:BE0000585,3-oxo-5-alpha-steroid 4-dehydrogenase 2
http://bio2rdf.org/drugbank:BE0000586,Peroxisomal bifunctional enzyme
http://bio2rdf.org/drugbank:BE0000588,Penicillin-binding protein 1A
http://bio2rdf.org/drugbank:BE0000589,"Malate dehydrogenase, cytoplasmic"
http://bio2rdf.org/drugbank:BE0000590,Integrin alpha-4
http://bio2rdf.org/drugbank:BE0000592,Aldo-keto reductase family 1 member C3
http://bio2rdf.org/drugbank:BE0000595,Flavin reductase (NADPH)
http://bio2rdf.org/drugbank:BE0000599,ADP/ATP translocase 1
http://bio2rdf.org/drugbank:BE0000600,Fatty aldehyde dehydrogenase
http://bio2rdf.org/drugbank:BE0000602,Glutamate decarboxylase 2
http://bio2rdf.org/drugbank:BE0000603,Phosphoserine aminotransferase
http://bio2rdf.org/drugbank:BE0000604,NADP-dependent malic enzyme
http://bio2rdf.org/drugbank:BE0000605,"Isobutyryl-CoA dehydrogenase, mitochondrial"
http://bio2rdf.org/drugbank:BE0000606,Glutamate--cysteine ligase regulatory subunit
http://bio2rdf.org/drugbank:BE0000609,"Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial"
http://bio2rdf.org/drugbank:BE0000610,Prostaglandin F2-alpha receptor
http://bio2rdf.org/drugbank:BE0000614,Tyrosine 3-monooxygenase
http://bio2rdf.org/drugbank:BE0000615,Choline-phosphate cytidylyltransferase A
http://bio2rdf.org/drugbank:BE0000617,"C-1-tetrahydrofolate synthase, cytoplasmic"
http://bio2rdf.org/drugbank:BE0000618,"Glycine dehydrogenase [decarboxylating], mitochondrial"
http://bio2rdf.org/drugbank:BE0000622,Aldo-keto reductase family 1 member C2
http://bio2rdf.org/drugbank:BE0000623,Tyrosine-protein phosphatase non-receptor type 1
http://bio2rdf.org/drugbank:BE0000624,ADP/ATP translocase 3
http://bio2rdf.org/drugbank:BE0000625,Growth hormone-releasing hormone receptor
http://bio2rdf.org/drugbank:BE0000626,Acetyl-CoA carboxylase 1
http://bio2rdf.org/drugbank:BE0000627,"cAMP-specific 3\',5\'-cyclic phosphodiesterase 7B"
http://bio2rdf.org/drugbank:BE0000628,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha
http://bio2rdf.org/drugbank:BE0000629,Hemoglobin subunit beta
http://bio2rdf.org/drugbank:BE0000631,"cAMP and cAMP-inhibited cGMP 3\',5\'-cyclic phosphodiesterase 10A"
http://bio2rdf.org/drugbank:BE0000632,Kappa-type opioid receptor
http://bio2rdf.org/drugbank:BE0000634,Serine/threonine-protein kinase B-raf
http://bio2rdf.org/drugbank:BE0000637,UMP-CMP kinase
http://bio2rdf.org/drugbank:BE0000639,Long-chain-fatty-acid--CoA ligase 1
http://bio2rdf.org/drugbank:BE0000640,Glutamate receptor 1
http://bio2rdf.org/drugbank:BE0000641,"Glutamate receptor ionotropic, NMDA 3A"
http://bio2rdf.org/drugbank:BE0000642,72 kDa type IV collagenase
http://bio2rdf.org/drugbank:BE0000643,Alpha-tocopherol transfer protein
http://bio2rdf.org/drugbank:BE0000644,ATP-sensitive inward rectifier potassium channel 1
http://bio2rdf.org/drugbank:BE0000645,UDP-glucose 6-dehydrogenase
http://bio2rdf.org/drugbank:BE0000647,Sodium-dependent dopamine transporter
http://bio2rdf.org/drugbank:BE0000648,"Glutathione reductase, mitochondrial"
http://bio2rdf.org/drugbank:BE0000650,5-hydroxytryptamine receptor 7
http://bio2rdf.org/drugbank:BE0000651,Interleukin-2 receptor subunit beta
http://bio2rdf.org/drugbank:BE0000652,Folate receptor gamma
http://bio2rdf.org/drugbank:BE0000654,Erythropoietin receptor
http://bio2rdf.org/drugbank:BE0000655,NADH-ubiquinone oxidoreductase chain 2
http://bio2rdf.org/drugbank:BE0000656,"Troponin I, cardiac muscle"
http://bio2rdf.org/drugbank:BE0000657,Cytosolic phospholipase A2
http://bio2rdf.org/drugbank:BE0000658,Interleukin-2 receptor subunit alpha
http://bio2rdf.org/drugbank:BE0000659,5-hydroxytryptamine receptor 1D
http://bio2rdf.org/drugbank:BE0000660,Serine palmitoyltransferase 2
http://bio2rdf.org/drugbank:BE0000661,Interferon alpha/beta receptor 1
http://bio2rdf.org/drugbank:BE0000663,Retinoic acid receptor alpha
http://bio2rdf.org/drugbank:BE0000665,Activin receptor type-1B
http://bio2rdf.org/drugbank:BE0000666,Neuron-specific vesicular protein calcyon
http://bio2rdf.org/drugbank:BE0000667,Alanine aminotransferase 1
http://bio2rdf.org/drugbank:BE0000668,Mineralocorticoid receptor
http://bio2rdf.org/drugbank:BE0000669,Monocarboxylate transporter 1
http://bio2rdf.org/drugbank:BE0000671,Argininosuccinate synthase
http://bio2rdf.org/drugbank:BE0000672,Potassium voltage-gated channel subfamily KQT member 1
http://bio2rdf.org/drugbank:BE0000675,Anti-Muellerian hormone type-2 receptor
http://bio2rdf.org/drugbank:BE0000676,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial"
http://bio2rdf.org/drugbank:BE0000677,5\'-AMP-activated protein kinase catalytic subunit alpha-1
http://bio2rdf.org/drugbank:BE0000678,Acid-sensing ion channel 2
http://bio2rdf.org/drugbank:BE0000679,Voltage-dependent calcium channel gamma-1 subunit
http://bio2rdf.org/drugbank:BE0000683,Pancreatic triacylglycerol lipase
http://bio2rdf.org/drugbank:BE0000684,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3
http://bio2rdf.org/drugbank:BE0000687,Thyroid hormone receptor alpha
http://bio2rdf.org/drugbank:BE0000689,Fibroblast growth factor 1
http://bio2rdf.org/drugbank:BE0000691,Voltage-dependent calcium channel subunit alpha-2/delta-1
http://bio2rdf.org/drugbank:BE0000692,Tyrosine aminotransferase
http://bio2rdf.org/drugbank:BE0000693,"Indoleamine 2,3-dioxygenase 1"
http://bio2rdf.org/drugbank:BE0000694,Beta-2 adrenergic receptor
http://bio2rdf.org/drugbank:BE0000695,Peptidyl-prolyl cis-trans isomerase FKBP1A
http://bio2rdf.org/drugbank:BE0000698,"Pyruvate carboxylase, mitochondrial"
http://bio2rdf.org/drugbank:BE0000699,Potassium voltage-gated channel subfamily H member 7
http://bio2rdf.org/drugbank:BE0000700,"Folylpolyglutamate synthase, mitochondrial"
http://bio2rdf.org/drugbank:BE0000702,Acetyl-CoA carboxylase 2
http://bio2rdf.org/drugbank:BE0000703,Bile salt export pump
http://bio2rdf.org/drugbank:BE0000704,Tumor necrosis factor
http://bio2rdf.org/drugbank:BE0000705,Cysteinyl leukotriene receptor 1
http://bio2rdf.org/drugbank:BE0000706,"High affinity cAMP-specific 3\',5\'-cyclic phosphodiesterase 7A"
http://bio2rdf.org/drugbank:BE0000707,Retinoic acid receptor RXR-gamma
http://bio2rdf.org/drugbank:BE0000708,ATP-sensitive inward rectifier potassium channel 11
http://bio2rdf.org/drugbank:BE0000709,ADP/ATP translocase 2
http://bio2rdf.org/drugbank:BE0000710,High affinity immunoglobulin gamma Fc receptor I
http://bio2rdf.org/drugbank:BE0000711,Interferon gamma receptor 1
http://bio2rdf.org/drugbank:BE0000713,Vitamin K epoxide reductase complex subunit 1
http://bio2rdf.org/drugbank:BE0000714,Creatine kinase M-type
http://bio2rdf.org/drugbank:BE0000715,Alpha-1D adrenergic receptor
http://bio2rdf.org/drugbank:BE0000716,DNA polymerase alpha subunit B
http://bio2rdf.org/drugbank:BE0000717,Urokinase plasminogen activator surface receptor
http://bio2rdf.org/drugbank:BE0000718,"Aldehyde dehydrogenase, dimeric NADP-preferring"
http://bio2rdf.org/drugbank:BE0000720,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific"
http://bio2rdf.org/drugbank:BE0000721,"Branched-chain-amino-acid aminotransferase, mitochondrial"
http://bio2rdf.org/drugbank:BE0000722,Inosine-5\'-monophosphate dehydrogenase 2
http://bio2rdf.org/drugbank:BE0000724,Osteocalcin
http://bio2rdf.org/drugbank:BE0000726,Retinol dehydrogenase 12
http://bio2rdf.org/drugbank:BE0000727,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial"
http://bio2rdf.org/drugbank:BE0000728,Pyrroline-5-carboxylate reductase 2
http://bio2rdf.org/drugbank:BE0000729,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial"
http://bio2rdf.org/drugbank:BE0000731,"Cytochrome P450 11B1, mitochondrial"
http://bio2rdf.org/drugbank:BE0000732,Sodium/potassium-transporting ATPase subunit alpha-1
http://bio2rdf.org/drugbank:BE0000734,Methionine synthase
http://bio2rdf.org/drugbank:BE0000735,Heme oxygenase 1
http://bio2rdf.org/drugbank:BE0000736,Translocator protein
http://bio2rdf.org/drugbank:BE0000737,"Dihydrolipoyl dehydrogenase, mitochondrial"
http://bio2rdf.org/drugbank:BE0000738,Neuronal acetylcholine receptor subunit alpha-2
http://bio2rdf.org/drugbank:BE0000739,Ryanodine receptor 1
http://bio2rdf.org/drugbank:BE0000740,"Histidine--tRNA ligase, cytoplasmic"
http://bio2rdf.org/drugbank:BE0000742,DNA topoisomerase 2-alpha
http://bio2rdf.org/drugbank:BE0000743,50S ribosomal protein L10
http://bio2rdf.org/drugbank:BE0000744,D-alanyl-D-alanine carboxypeptidase DacB
http://bio2rdf.org/drugbank:BE0000745,Glycine receptor subunit alpha-2
http://bio2rdf.org/drugbank:BE0000746,"Acetyl-coenzyme A synthetase 2-like, mitochondrial"
http://bio2rdf.org/drugbank:BE0000747,Aldose reductase
http://bio2rdf.org/drugbank:BE0000748,Fibroblast growth factor receptor 2
http://bio2rdf.org/drugbank:BE0000749,Sodium-dependent serotonin transporter
http://bio2rdf.org/drugbank:BE0000751,Oxytocin-neurophysin 1
http://bio2rdf.org/drugbank:BE0000752,Sodium/hydrogen exchanger 1
http://bio2rdf.org/drugbank:BE0000753,Phenylalanine-4-hydroxylase
http://bio2rdf.org/drugbank:BE0000754,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12
http://bio2rdf.org/drugbank:BE0000755,"Glutamate dehydrogenase 2, mitochondrial"
http://bio2rdf.org/drugbank:BE0000756,D(2) dopamine receptor
http://bio2rdf.org/drugbank:BE0000757,Solute carrier family 22 member 4
http://bio2rdf.org/drugbank:BE0000758,"Arginase-2, mitochondrial"
http://bio2rdf.org/drugbank:BE0000759,Thromboxane A2 receptor
http://bio2rdf.org/drugbank:BE0000760,"Glutamate receptor ionotropic, NMDA 2A"
http://bio2rdf.org/drugbank:BE0000761,Inosine-5\'-monophosphate dehydrogenase 1
http://bio2rdf.org/drugbank:BE0000762,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial"
http://bio2rdf.org/drugbank:BE0000763,Methionine synthase reductase
http://bio2rdf.org/drugbank:BE0000764,Gamma-aminobutyric acid receptor subunit alpha-6
http://bio2rdf.org/drugbank:BE0000765,Chloride channel protein 2
http://bio2rdf.org/drugbank:BE0000767,Epidermal growth factor receptor
http://bio2rdf.org/drugbank:BE0000769,"Leucine--tRNA ligase, cytoplasmic"
http://bio2rdf.org/drugbank:BE0000770,Mu-type opioid receptor
http://bio2rdf.org/drugbank:BE0000771,"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"
http://bio2rdf.org/drugbank:BE0000773,Vasopressin V1b receptor
http://bio2rdf.org/drugbank:BE0000774,5\'-AMP-activated protein kinase subunit beta-2
http://bio2rdf.org/drugbank:BE0000775,Heparin cofactor 2
http://bio2rdf.org/drugbank:BE0000776,Farnesyl pyrophosphate synthase
http://bio2rdf.org/drugbank:BE0000777,"Methylmalonyl-CoA mutase, mitochondrial"
http://bio2rdf.org/drugbank:BE0000779,Vitamin D3 receptor
http://bio2rdf.org/drugbank:BE0000780,"Malate dehydrogenase, mitochondrial"
http://bio2rdf.org/drugbank:BE0000781,Potassium voltage-gated channel subfamily A member 1
http://bio2rdf.org/drugbank:BE0000784,Choline kinase alpha
http://bio2rdf.org/drugbank:BE0000785,Multidrug resistance-associated protein 1
http://bio2rdf.org/drugbank:BE0000786,Retinaldehyde-binding protein 1
http://bio2rdf.org/drugbank:BE0000787,Gag-Pol polyprotein
http://bio2rdf.org/drugbank:BE0000788,"Argininosuccinate synthetase, isoform CRA_a"
http://bio2rdf.org/drugbank:BE0000791,Cystathionine gamma-lyase
http://bio2rdf.org/drugbank:BE0000792,Estrogen receptor beta
http://bio2rdf.org/drugbank:BE0000793,Granulocyte colony-stimulating factor receptor
http://bio2rdf.org/drugbank:BE0000794,Glucocorticoid receptor
http://bio2rdf.org/drugbank:BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1
http://bio2rdf.org/drugbank:BE0000797,5-hydroxytryptamine receptor 1B
http://bio2rdf.org/drugbank:BE0000801,3-oxoacyl-[acyl-carrier-protein] synthase 1
http://bio2rdf.org/drugbank:BE0000802,Niemann-Pick C1-like protein 1
http://bio2rdf.org/drugbank:BE0000803,Dihydropteroate synthase
http://bio2rdf.org/drugbank:BE0000807,Glutathione S-transferase Mu 1
http://bio2rdf.org/drugbank:BE0000808,Glutathione S-transferase kappa 1
http://bio2rdf.org/drugbank:BE0000809,Glutathione S-transferase A3
http://bio2rdf.org/drugbank:BE0000810,Glutathione S-transferase Mu 3
http://bio2rdf.org/drugbank:BE0000811,Glutathione S-transferase A4
http://bio2rdf.org/drugbank:BE0000812,Glutathione S-transferase Mu 4
http://bio2rdf.org/drugbank:BE0000813,Glutathione S-transferase A5
http://bio2rdf.org/drugbank:BE0000814,Glutathione S-transferase P
http://bio2rdf.org/drugbank:BE0000815,Glutathione S-transferase omega-1
http://bio2rdf.org/drugbank:BE0000816,Glutathione peroxidase 1
http://bio2rdf.org/drugbank:BE0000818,Glutathione S-transferase theta-1
http://bio2rdf.org/drugbank:BE0000819,Maleylacetoacetate isomerase
http://bio2rdf.org/drugbank:BE0000820,Epididymal secretory glutathione peroxidase
http://bio2rdf.org/drugbank:BE0000822,Formimidoyltransferase-cyclodeaminase
http://bio2rdf.org/drugbank:BE0000823,Delta-1-pyrroline-5-carboxylate synthase
http://bio2rdf.org/drugbank:BE0000824,Metabotropic glutamate receptor 1
http://bio2rdf.org/drugbank:BE0000825,"Glutaminase kidney isoform, mitochondrial"
http://bio2rdf.org/drugbank:BE0000826,"Glutamate receptor ionotropic, kainate 2"
http://bio2rdf.org/drugbank:BE0000827,"Glutamate receptor ionotropic, kainate 4"
http://bio2rdf.org/drugbank:BE0000829,Glutamate receptor 2
http://bio2rdf.org/drugbank:BE0000830,Glutamate receptor 4
http://bio2rdf.org/drugbank:BE0000831,Glutamate receptor 3
http://bio2rdf.org/drugbank:BE0000837,"Maltase-glucoamylase, intestinal"
http://bio2rdf.org/drugbank:BE0000838,Proto-oncogene tyrosine-protein kinase Src
http://bio2rdf.org/drugbank:BE0000839,Tyrosine-protein kinase Fyn
http://bio2rdf.org/drugbank:BE0000841,Ephrin type-A receptor 2
http://bio2rdf.org/drugbank:BE0000842,Tyrosine-protein kinase Lck
http://bio2rdf.org/drugbank:BE0000844,Oxytocin receptor
http://bio2rdf.org/drugbank:BE0000845,Betaine--homocysteine S-methyltransferase 1
http://bio2rdf.org/drugbank:BE0000846,T-lymphocyte activation antigen CD86
http://bio2rdf.org/drugbank:BE0000847,T-lymphocyte activation antigen CD80
http://bio2rdf.org/drugbank:BE0000848,Adrenocorticotropic hormone receptor
http://bio2rdf.org/drugbank:BE0000849,Neuronal acetylcholine receptor subunit alpha-4
http://bio2rdf.org/drugbank:BE0000850,Neuronal acetylcholine receptor subunit beta-2
http://bio2rdf.org/drugbank:BE0000852,Platelet-derived growth factor receptor alpha
http://bio2rdf.org/drugbank:BE0000853,Macrophage colony-stimulating factor 1 receptor
http://bio2rdf.org/drugbank:BE0000854,Dipeptidyl peptidase 4
http://bio2rdf.org/drugbank:BE0000855,Complement C5
http://bio2rdf.org/drugbank:BE0000857,Glucagon-like peptide 1 receptor
http://bio2rdf.org/drugbank:BE0000858,Insulin-like growth factor 1 receptor
http://bio2rdf.org/drugbank:BE0000864,Voltage-dependent T-type calcium channel subunit alpha-1H
http://bio2rdf.org/drugbank:BE0000865,Phenylethanolamine N-methyltransferase
http://bio2rdf.org/drugbank:BE0000866,Platelet glycoprotein IX
http://bio2rdf.org/drugbank:BE0000867,Cocaine- and amphetamine-regulated transcript protein
http://bio2rdf.org/drugbank:BE0000869,L-xylulose reductase
http://bio2rdf.org/drugbank:BE0000870,Dual specificity mitogen-activated protein kinase kinase 1
http://bio2rdf.org/drugbank:BE0000871,Protein-tyrosine kinase 2-beta
http://bio2rdf.org/drugbank:BE0000872,Protein kinase C beta type
http://bio2rdf.org/drugbank:BE0000875,Lanosterol 14-alpha demethylase
http://bio2rdf.org/drugbank:BE0000876,Lysosomal alpha-glucosidase
http://bio2rdf.org/drugbank:BE0000877,C-reactive protein
http://bio2rdf.org/drugbank:BE0000879,Solute carrier family 22 member 11
http://bio2rdf.org/drugbank:BE0000882,Trifunctional purine biosynthetic protein adenosine-3
http://bio2rdf.org/drugbank:BE0000883,
http://bio2rdf.org/drugbank:BE0000886,Bile salt sulfotransferase
http://bio2rdf.org/drugbank:BE0000887,Cytotoxic T-lymphocyte protein 4
http://bio2rdf.org/drugbank:BE0000889,Gamma-glutamyltranspeptidase 1
http://bio2rdf.org/drugbank:BE0000890,Cyclin-dependent kinase 5
http://bio2rdf.org/drugbank:BE0000891,Signal transducer and activator of transcription 5B
http://bio2rdf.org/drugbank:BE0000892,DNA (cytosine-5)-methyltransferase 1
http://bio2rdf.org/drugbank:BE0000895,Urokinase-type plasminogen activator
http://bio2rdf.org/drugbank:BE0000897,Potassium voltage-gated channel subfamily KQT member 2
http://bio2rdf.org/drugbank:BE0000898,"5-aminolevulinate synthase, erythroid-specific, mitochondrial"
http://bio2rdf.org/drugbank:BE0000899,Cartilage oligomeric matrix protein
http://bio2rdf.org/drugbank:BE0000900,Lecithin retinol acyltransferase
http://bio2rdf.org/drugbank:BE0000901,Low affinity immunoglobulin gamma Fc region receptor III-B
http://bio2rdf.org/drugbank:BE0000906,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]"
http://bio2rdf.org/drugbank:BE0000909,Sepiapterin reductase
http://bio2rdf.org/drugbank:BE0000910,Alpha-2-macroglobulin
http://bio2rdf.org/drugbank:BE0000911,C-C chemokine receptor type 5
http://bio2rdf.org/drugbank:BE0000914,Sialidase-1
http://bio2rdf.org/drugbank:BE0000915,Hepatocyte growth factor receptor
http://bio2rdf.org/drugbank:BE0000916,"Glycogen phosphorylase, muscle form"
http://bio2rdf.org/drugbank:BE0000917,Growth factor receptor-bound protein 2
http://bio2rdf.org/drugbank:BE0000918,Interleukin-6
http://bio2rdf.org/drugbank:BE0000919,C-X-C chemokine receptor type 4
http://bio2rdf.org/drugbank:BE0000920,Interstitial collagenase
http://bio2rdf.org/drugbank:BE0000923,Mitogen-activated protein kinase 1
http://bio2rdf.org/drugbank:BE0000924,Adenosine receptor A2a
http://bio2rdf.org/drugbank:BE0000926,Interferon beta
http://bio2rdf.org/drugbank:BE0000927,Sulfotransferase 1A1
http://bio2rdf.org/drugbank:BE0000928,Proteinase-activated receptor 1
http://bio2rdf.org/drugbank:BE0000929,Complement decay-accelerating factor
http://bio2rdf.org/drugbank:BE0000930,Serum paraoxonase/arylesterase 1
http://bio2rdf.org/drugbank:BE0000933,Cytosolic 10-formyltetrahydrofolate dehydrogenase
http://bio2rdf.org/drugbank:BE0000934,C-X-C motif chemokine 10
http://bio2rdf.org/drugbank:BE0000936,Cubilin
http://bio2rdf.org/drugbank:BE0000938,Cytochrome b
http://bio2rdf.org/drugbank:BE0000939,Cathepsin B
http://bio2rdf.org/drugbank:BE0000941,Cathepsin D
http://bio2rdf.org/drugbank:BE0000942,Low-density lipoprotein receptor-related protein 2
http://bio2rdf.org/drugbank:BE0000943,Vitamin K-dependent protein S
http://bio2rdf.org/drugbank:BE0000944,Interferon gamma
http://bio2rdf.org/drugbank:BE0000945,5-hydroxytryptamine receptor 6
http://bio2rdf.org/drugbank:BE0000947,Pro-opiomelanocortin
http://bio2rdf.org/drugbank:BE0000949,Tumor necrosis factor receptor superfamily member 1B
http://bio2rdf.org/drugbank:BE0000950,Bifunctional epoxide hydrolase 2
http://bio2rdf.org/drugbank:BE0000951,Estrogen sulfotransferase
http://bio2rdf.org/drugbank:BE0000952,Alpha-1-antitrypsin
http://bio2rdf.org/drugbank:BE0000953,Pro-epidermal growth factor
http://bio2rdf.org/drugbank:BE0000955,Phosphatidylinositol 3-kinase regulatory subunit alpha
http://bio2rdf.org/drugbank:BE0000956,Nuclear receptor subfamily 1 group I member 2
http://bio2rdf.org/drugbank:BE0000957,Eukaryotic translation initiation factor 4E
http://bio2rdf.org/drugbank:BE0000958,Cyclic AMP-responsive element-binding protein 1
http://bio2rdf.org/drugbank:BE0000959,Fatty acid synthase
http://bio2rdf.org/drugbank:BE0000960,Dihydropyrimidine dehydrogenase [NADP(+)]
http://bio2rdf.org/drugbank:BE0000961,Interleukin-8
http://bio2rdf.org/drugbank:BE0000962,Lactoylglutathione lyase
http://bio2rdf.org/drugbank:BE0000964,Spermine synthase
http://bio2rdf.org/drugbank:BE0000965,"Apoptosis-inducing factor 1, mitochondrial"
http://bio2rdf.org/drugbank:BE0000966,Collagenase 3
http://bio2rdf.org/drugbank:BE0000968,Histamine H3 receptor
http://bio2rdf.org/drugbank:BE0000970,Insulin-like growth factor-binding protein 3
http://bio2rdf.org/drugbank:BE0000971,DNA topoisomerase 1
http://bio2rdf.org/drugbank:BE0000973,Sphingomyelin phosphodiesterase
http://bio2rdf.org/drugbank:BE0000977,Insulin receptor substrate 1
http://bio2rdf.org/drugbank:BE0000978,Glucosylceramidase
http://bio2rdf.org/drugbank:BE0000981,Interleukin-12 subunit beta
http://bio2rdf.org/drugbank:BE0000982,Angiotensin-converting enzyme 2
http://bio2rdf.org/drugbank:BE0000983,Inositol monophosphatase 2
http://bio2rdf.org/drugbank:BE0000984,Transforming growth factor beta-1
http://bio2rdf.org/drugbank:BE0000985,Catenin beta-1
http://bio2rdf.org/drugbank:BE0000986,Sodium/calcium exchanger 1
http://bio2rdf.org/drugbank:BE0000987,Thiopurine S-methyltransferase
http://bio2rdf.org/drugbank:BE0000988,Beta-secretase 1
http://bio2rdf.org/drugbank:BE0000991,Aurora kinase A
http://bio2rdf.org/drugbank:BE0000992,Protein DJ-1
http://bio2rdf.org/drugbank:BE0000994,Lactotransferrin
http://bio2rdf.org/drugbank:BE0000996,Long-chain-fatty-acid--CoA ligase 4
http://bio2rdf.org/drugbank:BE0000997,Atrial natriuretic peptide receptor 2
http://bio2rdf.org/drugbank:BE0000998,Glycine--tRNA ligase
http://bio2rdf.org/drugbank:BE0000999,Tumor necrosis factor ligand superfamily member 13B
http://bio2rdf.org/drugbank:BE0001002,Membrane primary amine oxidase
http://bio2rdf.org/drugbank:BE0001004,Solute carrier organic anion transporter family member 1B1
http://bio2rdf.org/drugbank:BE0001005,"Cytochrome b-c1 complex subunit 1, mitochondrial"
http://bio2rdf.org/drugbank:BE0001007,Peroxisome proliferator-activated receptor delta
http://bio2rdf.org/drugbank:BE0001009,Cytochrome c
http://bio2rdf.org/drugbank:BE0001010,Cathepsin G
http://bio2rdf.org/drugbank:BE0001011,Calnexin
http://bio2rdf.org/drugbank:BE0001012,Beta-3 adrenergic receptor
http://bio2rdf.org/drugbank:BE0001014,Peptidyl-prolyl cis-trans isomerase A
http://bio2rdf.org/drugbank:BE0001015,Fibroblast growth factor 2
http://bio2rdf.org/drugbank:BE0001016,Rho-associated protein kinase 1
http://bio2rdf.org/drugbank:BE0001018,Solute carrier family 15 member 1
http://bio2rdf.org/drugbank:BE0001019,Mitogen-activated protein kinase 14
http://bio2rdf.org/drugbank:BE0001021,Coagulation factor XI
http://bio2rdf.org/drugbank:BE0001023,Transient receptor potential cation channel subfamily V member 1
http://bio2rdf.org/drugbank:BE0001024,"Troponin C, slow skeletal and cardiac muscles"
http://bio2rdf.org/drugbank:BE0001025,Platelet glycoprotein Ib alpha chain
http://bio2rdf.org/drugbank:BE0001026,Corticoliberin
http://bio2rdf.org/drugbank:BE0001027,G1/S-specific cyclin-D1
http://bio2rdf.org/drugbank:BE0001028,G protein-activated inward rectifier potassium channel 1
http://bio2rdf.org/drugbank:BE0001029,Interleukin-2
http://bio2rdf.org/drugbank:BE0001030,G protein-activated inward rectifier potassium channel 2
http://bio2rdf.org/drugbank:BE0001031,Basement membrane-specific heparan sulfate proteoglycan core protein
http://bio2rdf.org/drugbank:BE0001032,Multidrug resistance protein 1
http://bio2rdf.org/drugbank:BE0001033,"Ferrochelatase, mitochondrial"
http://bio2rdf.org/drugbank:BE0001036,Interleukin-3 receptor subunit alpha
http://bio2rdf.org/drugbank:BE0001038,Chymase
http://bio2rdf.org/drugbank:BE0001039,High affinity nerve growth factor receptor
http://bio2rdf.org/drugbank:BE0001040,Transcription factor AP-1
http://bio2rdf.org/drugbank:BE0001041,Integrin beta-2
